Dataset,Class,rdf:type triples
YAGO,Bulletin_Q88163834,2
YAGO,Chamber_Of_Crafts_Q89478585,1
YAGO,Swimmer,11
YAGO,Funduk_Q14517494,1
YAGO,Neuroscientist,3
YAGO,Astrophysical_maser,2
YAGO,Act_Of_South_Korea_Q74673301,1
YAGO,Anthropomorphic_Cat_Q27303706,1
YAGO,Small_Bell_Tower_Q10861631,1
YAGO,Mayor,5
YAGO,Suspected_Variable_Q66521853,1
YAGO,Jeweler_Q336221,1
YAGO,Theatrologist_Q10379007,1
YAGO,Narrator_Q755070,1
YAGO,Art_Educator_Q15977927,3
YAGO,Camera_operator,2
YAGO,Geneticist,2
YAGO,Property_master,1
YAGO,Computer_lab,1
YAGO,Floral_Habitat_Of_Quebec_Q96635145,1
YAGO,Member_Of_The_State_Duma_Q17276321,3
YAGO,State_park,1
YAGO,Partnership,1
YAGO,Pulsar,2
YAGO,Fountain,7
YAGO,Diapositive,1
YAGO,Inquiry_Report_Q98457443,3
YAGO,Tractor_Model_Q55725952,4
YAGO,Concert,2
YAGO,Picnic_Shelter_Q65532949,1
YAGO,Act_of_the_Scottish_Parliament,2
YAGO,Series_Of_Prints_Q19960510,1
YAGO,Human_migration,1
YAGO,Computer_scientist,10
YAGO,Smack__u0028_ship_u0029_,2
YAGO,Isocoumarin_Q109587342,1
YAGO,Lugger,1
YAGO,Fishing_vessel,3
YAGO,Civic_society,1
YAGO,Internal_drainage_board,1
YAGO,Independent_monitoring_board,1
YAGO,Tabletop_Role-Playing_Game_Supplement_Q71631512,1
YAGO,Meteorite_fall,1
YAGO,Mosaic,1
YAGO,Golf_course,1
YAGO,University_Research_Group_Q28863779,1
YAGO,Filmmaker_Q1414443,3
YAGO,United_States_Senate_Election_In_Louisiana_Q112727396,2
YAGO,Spirostans_Q77806815,1
YAGO,Anthraquinones,1
YAGO,Biogenic_Xanthone_Q109545427,2
YAGO,Stilbenoid,1
YAGO,Cadinane_Sesquiterpenoid_Q108273052,1
YAGO,Ergostane_Steroid_Q108654505,2
YAGO,Fatty_acid,2
YAGO,Roman_Catholic_Maintained_School_Q105416219,2
YAGO,Rural_District_Council_Q105522978,1
YAGO,Former_Constituency_Of_The_Kerala_Legislative_Assembly_Q105819240,1
YAGO,General_Directorate__U0028_Italian_Government_U0029__Q105945817,2
YAGO,Císařské_Nařízení_Q105984617,1
YAGO,Curatorial_Department_Q61781831,1
YAGO,Iron_Foundry_Q3027462,1
YAGO,Branch_Q1410110,1
YAGO,Wikimedia_Artist_Discography_Q104635718,5
YAGO,Villages_of_Brunei,1
YAGO,Baccalaureate_Tenured_Teacher_Q6407545,1
YAGO,Körperschaft_Des_Öffentlichen_Rechts_Q15734684,3
YAGO,Cloister,1
YAGO,Biographical_Database_Q36570165,1
YAGO,Paralympics_Delegation_Q46195901,3
YAGO,Outdoor_gym,3
YAGO,Fire_lookout_tower,2
YAGO,Association_Football_Team_Q15944511,2
YAGO,Commercial_building,2
YAGO,Newsletter,1
YAGO,Religious_Leader_Q15995642,2
YAGO,Humorist,2
YAGO,Pastel_Q12043905,1
YAGO,Coffeehouse,1
YAGO,Q109860353,1
YAGO,Power_station,1
YAGO,Artwork_Series_Q15709879,1
YAGO,Cgi_Character_Q55740544,2
YAGO,Coalition,1
YAGO,Photographic_Print_Q56055236,2
YAGO,Pen_Drawing_Q19898787,2
YAGO,Fanzine,1
YAGO,Request_stop,1
YAGO,House_of_Culture,2
YAGO,Postcard,2
YAGO,Backing_vocalist,2
YAGO,Song,16
YAGO,Strausse,1
YAGO,Real_property,2
YAGO,Group_Of_Ponds_Q42055295,4
YAGO,Titles_of_Mary,1
YAGO,Veterinary_Pathologist_Q88211524,1
YAGO,Animation_studio,3
YAGO,Literary_Theorist_Q15962340,2
YAGO,Executive_Q115977859,2
YAGO,Trumpeter,2
YAGO,Ministry_Of_Hungary_Q52063153,1
YAGO,Cortijo,2
YAGO,Type_Specimen_Q51255340,1
YAGO,High_School_Student_Q15360275,1
YAGO,Alley,3
YAGO,Lodge_Q56439882,1
YAGO,Ancient_County_Of_China_Q28739697,3
YAGO,Color_chart,1
YAGO,Curator,5
YAGO,Armed_merchantman,1
YAGO,International_Space_Station_Experiment_Q108572660,1
YAGO,Missionary,8
YAGO,Spiritual_direction,1
YAGO,Situla,1
YAGO,Salt_cellar,1
YAGO,Business_manager,3
YAGO,Astrophotographer_Q21403281,1
YAGO,Single-family_detached_home,4
YAGO,Oil_tanker,3
YAGO,District_Of_Seinäjoki_Q91308861,1
YAGO,Province,1
YAGO,Biographer_Q864380,7
YAGO,Flotilla,1
YAGO,Upper-Level_Agency_Of_Denmark_Q111628618,1
YAGO,Wine-Producing_Region_Q2140699,1
YAGO,Theme__u0028_arts_u0029_,1
YAGO,Nordic_Combined_Skier_Q13382605,1
YAGO,Kulturdenkmal,1
YAGO,Order_of_chivalry,1
YAGO,Local_Historian_Q1595570,1
YAGO,Numismatist,2
YAGO,Treaty,2
YAGO,Lustschloss,1
YAGO,Trademark,2
YAGO,Water_castle,1
YAGO,Kickboxer_Q11296761,5
YAGO,Demon,1
YAGO,Egyptologist,2
YAGO,Rubidium_Compound_Q76021587,1
YAGO,Trade_magazine,1
YAGO,Stellingmill_Q3851468,1
YAGO,Motorized_Infantry_Division_Q28933594,1
YAGO,Newspaper_Publisher_Q3579160,1
YAGO,Storyteller_Q16023925,1
YAGO,Administrative_Sector_Q28203007,1
YAGO,Anthropomorphic_Character_Q27921916,1
YAGO,Circonscription_Législative_Éthiopienne_Q26708059,1
YAGO,Magician__u0028_fantasy_u0029_,1
YAGO,Duchy,1
YAGO,Torpedo_boat,1
YAGO,Fencer_Q13381863,7
YAGO,LGBT_rights_organization,1
YAGO,Fairy_In_A_Work_Of_Fiction_Q30318131,1
YAGO,Comics_Character_Q1114461,3
YAGO,Pharmacist,2
YAGO,Poetry_Collection_Q12106333,3
YAGO,Medical_Practice_Q4117999,1
YAGO,Figure_Skating_Coach_Q57199189,1
YAGO,Ermənistanın_Fəxri_Adı_Q4375510,1
YAGO,Municipal_Flag_Design_Q21850100,4
YAGO,Former_Settlement_Q22674925,4
YAGO,Sect,1
YAGO,Natural_history_museum,2
YAGO,Branch_line,1
YAGO,Operating_system,1
YAGO,Religious_school,1
YAGO,Parody_film,1
YAGO,Neighbourhood_Of_São_Paulo_Q19886692,1
YAGO,Provinces_of_Portugal,1
YAGO,Strike_action,2
YAGO,Tollbooth,1
YAGO,Class__u0028_locomotive_u0029_,5
YAGO,Imprint__u0028_trade_name_u0029_,1
YAGO,Disc_jockey,4
YAGO,Japanese_castle,1
YAGO,Abandoned_railway,1
YAGO,Television_personalities_in_Japan,4
YAGO,Japan_Agricultural_Cooperatives,2
YAGO,Colleges_of_technology_in_Japan,1
YAGO,Roadside_Rest_Area_Q785979,2
YAGO,Puppeteer,2
YAGO,Viscountcy_Q3556994,1
YAGO,Royal_household,1
YAGO,Sprinter_Q4009406,5
YAGO,Ies_Q3807410,1
YAGO,Local_highways_of_South_Korea,1
YAGO,National_Secondary_School_Q12708689,2
YAGO,Kidnapping,2
YAGO,Volcanic_group,1
YAGO,Contour_Fort_Q28045079,1
YAGO,Faubourgs_Of_Montreal_Q3067318,1
YAGO,Smartphone_Model_Q19723451,2
YAGO,Historian_Of_Mathematics_Q17486330,1
YAGO,Subdistrict_Administrative_Organization_Q15140073,1
YAGO,French_formal_garden,1
YAGO,Boulevard,2
YAGO,Columnist,2
YAGO,Collective,2
YAGO,Luxembourgish_National_Badminton_Championships,1
YAGO,Wooden_House_Q279118,1
YAGO,Restaurant,6
YAGO,T-Boerderijen_Q2364632,2
YAGO,Service_Apartment_Q1221145,1
YAGO,Funerary_Structure_Q6023295,1
YAGO,Courthouse,1
YAGO,Catalonia_Institute_Q50359544,1
YAGO,Military_building,1
YAGO,Manse,1
YAGO,Alfie_Atkins_Character_Q100942746,1
YAGO,Residential_college,2
YAGO,Group_Of_Coat_Of_Arms_Q61627811,1
YAGO,Commune__U0028_Greece_U0029__Q111904027,3
YAGO,Registration_districts_in_Sweden,3
YAGO,Centre_Of_Saudi_Arabia_Q23827464,1
YAGO,Bolivian_Legislative_Election_Q22696329,1
YAGO,Wikimedia_Infobox_Template_Q19887878,5
YAGO,Police_Officer_Q361593,2
YAGO,Football_League_Season_Q26897352,1
YAGO,Festival,2
YAGO,Preschool,2
YAGO,Discography,7
YAGO,Language,2
YAGO,Sport_Competition_At_A_Multi-Sport_Event_Q51031626,7
YAGO,Manor_Q2066754,6
YAGO,Crater,2
YAGO,Vienna_City_Marathon,1
YAGO,Bollard,1
YAGO,Poster,1
YAGO,Isoquinoline_alkaloids,2
YAGO,Carbazole_Alkaloid_Q96032533,1
YAGO,MicroRNA,2
YAGO,Erg__u0028_landform_u0029_,1
YAGO,Revenue_service,1
YAGO,Video_Artist_Q18216771,4
YAGO,Chasse__u0028_casket_u0029_,1
YAGO,Dado__u0028_architecture_u0029_,2
YAGO,Capital__u0028_architecture_u0029_,1
YAGO,Host_Press_Q15816018,1
YAGO,Cruet_Tray_Q60614446,1
YAGO,Nature_Reserve_Q28055269,1
YAGO,Stone_circle,1
YAGO,Former_Hospital_Q64578911,2
YAGO,Professional_Baseball_Player_Q11336312,2
YAGO,Ambassador_To_Colombia_Q30063921,1
YAGO,Assembly_Plant_Q47509284,1
YAGO,Pan_Q55710865,1
YAGO,Holy_Trinity_Column_Q11741382,1
YAGO,Crucifix,2
YAGO,Ansitz,1
YAGO,Maria_Column_Q2713614,1
YAGO,Niche__u0028_architecture_u0029_,1
YAGO,United_Nations_Treaty_Series_Volume_Q38647918,1
YAGO,Hopfenbauernhaus_Q58037646,1
YAGO,First_Growth,1
YAGO,Fortress,4
YAGO,Fortified_house,1
YAGO,Programmer,5
YAGO,Waterfront__u0028_area_u0029_,1
YAGO,Apartment_Building_Q13402009,3
YAGO,Municipal_Electoral_District_Of_Toronto_Q47455500,1
YAGO,Kreisstraße,1
YAGO,Humanitarian_aid,1
YAGO,Dry_Stream_Bed_Q57237852,1
YAGO,Cadastral_Municipality_Of_Austria_Q17376095,3
YAGO,Etsi_Standard_Q51885719,1
YAGO,Ministry__u0028_government_department_u0029_,3
YAGO,Lower_Secondary_School_Q57775518,4
YAGO,Nanotechnologist_Q63343073,1
YAGO,Topographer_Q2443377,2
YAGO,Historical_Park_Museum_Q112132527,1
YAGO,Dictionary_Of_The_English_Language_Q12607437,1
YAGO,Clandestine_Center_Of_Detention_And_Torture_Q8343784,2
YAGO,Meteor_shower,1
YAGO,Fictional_Administrative_Territorial_Entity_Q64034456,1
YAGO,Q56377753,1
YAGO,Music_Track_Without_Vocals_Q55850643,1
YAGO,Cut_bank,1
YAGO,Polyketide,1
YAGO,Geotope,2
YAGO,Ayuntamiento__u0028_Spain_u0029_,3
YAGO,Tehsil,1
YAGO,Panel_Histoire_de_Paris,1
YAGO,Comics_Colorist_Q59587410,1
YAGO,Proposed_Site_Of_Community_Importance_Q60534895,1
YAGO,Special_Protection_Area,1
YAGO,Commercial_Organization_Q21980538,1
YAGO,Foothills,1
YAGO,Video_game_publisher,3
YAGO,Segment_Of_A_Television_Episode_Q29555881,4
YAGO,Sailor,2
YAGO,Biological_Reserve_Q445467,1
YAGO,Bannwald,1
YAGO,Individual_Copy_Of_A_Map_Q63872468,1
YAGO,Buddhism_in_Japan,1
YAGO,Prosaist_Q12144794,3
YAGO,Semi-detached,2
YAGO,Astronomical_catalog,1
YAGO,Mixed_Martial_Arts_Fighter_Q11607585,3
YAGO,Bar_association,1
YAGO,Dealer_Q18242306,1
YAGO,Executive_Committee_Of_The_District_Council_Of_Deputies_Q21814451,1
YAGO,Karnataka_Bank_Limited_Branch_Q66789788,1
YAGO,Private_schools_in_the_United_Kingdom,4
YAGO,Rowing_Event_Q21246076,3
YAGO,Figure_skating_competition,4
YAGO,Border_checkpoint,1
YAGO,First_Thursday_In_March_Q51155566,1
YAGO,Fictional_Television_Station_Q60479060,1
YAGO,Andhra_Bank_Branch_Q66496996,3
YAGO,Paytm_Payments_Bank_Branch_Q74968011,1
YAGO,Punjab_And_Sind_Bank_Branch_Q75151507,3
YAGO,Pragathi_Krishna_Gramin_Bank_Branch_Q75804428,1
YAGO,Anthracycline_Polyketide_Q109603820,2
YAGO,Q104832440,1
YAGO,Portfolio_Q79509036,1
YAGO,Cataclysmic_variable_star,1
YAGO,Rotenoid,1
YAGO,Very_Red_Source_Q71797619,1
YAGO,Elite_National_Cycling_Team_Q23726798,1
YAGO,Extremely_Red_Object_Q71797766,2
YAGO,Judicial_Interpretation_Of_The_People_U0027_S_Republic_Of_China_Q18845744,2
YAGO,Museum_Professional_Q47090899,1
YAGO,Research_Collaboration_Q58327774,1
YAGO,Myrmecologist_Q20650437,1
YAGO,Art_group,3
YAGO,Human_rights_defender,2
YAGO,Jurist-Consultant_Q2664701,1
YAGO,Notification_In_The_Prc_Q106899662,4
YAGO,Former_Village_Q21507948,1
YAGO,Municipality_Of_Bangladesh_Q23759397,1
YAGO,Administrative_Territorial_Entity_Of_The_Spanish_Empire_Q17147964,1
YAGO,Antependium,1
YAGO,Bell_Foundry_Q2367628,1
YAGO,Fictional_Farm_Q70130710,1
YAGO,Amendment,1
YAGO,Environmentalist,1
YAGO,Oberstudienrat,1
YAGO,Firefighter,2
YAGO,House_painter_and_decorator,1
YAGO,Research_group,4
YAGO,Appendix_Q1376568,1
YAGO,High-mass_X-ray_binaries,2
YAGO,Design_engineer,2
YAGO,Translated_Work_Q39811647,1
YAGO,Vocaloid-P_Q85873795,1
YAGO,Diamond_interchange,1
YAGO,Aqueduct__u0028_water_supply_u0029_,2
YAGO,Siedlung_Der_Linearbandkeramik_Q106505045,2
YAGO,Married_Couple_Q3046146,1
YAGO,Etching_Print_Q18218093,5
YAGO,Ulama,1
YAGO,Enamel_Q79496108,1
YAGO,Medical_physicist,1
YAGO,Government_Building_Q16831714,1
YAGO,Article_With_Explicit_Cito_Annotation_Q109229154,1
YAGO,Indole_alkaloid,1
YAGO,Reality_Television_Participant_Q27658988,1
YAGO,Archives_Q56648173,1
YAGO,Town_council,1
YAGO,3_U0027_C-Substituted_Chalcone_Q108838003,1
YAGO,Pediatrician,3
YAGO,Pyrrolizidine_alkaloid,1
YAGO,Lycopodine-Type_Alkaloid_Q109124372,1
YAGO,Flavanone,1
YAGO,2C-Prenylcoumestan_Q108825976,1
YAGO,4-Methylstigmastane_Steroid_Q108688755,1
YAGO,Isocopalane_Diterpenoid_Q108404124,1
YAGO,Avenue__u0028_landscape_u0029_,4
YAGO,Statistics_Teacher_Q112150140,1
YAGO,Supermarket_Chain_Q18043413,2
YAGO,Office_Building_Q1021645,1
YAGO,Xoanon,1
YAGO,Municipal_Office_Q1500368,1
YAGO,Collegiate_church,1
YAGO,Philosopher_Of_Law_Q23760244,1
YAGO,Center_For_Early_Childhood_And_Primary_Education_Q53566453,1
YAGO,Footbridge,4
YAGO,Video_Installation_Artist_Q106227216,1
YAGO,Smallholding,1
YAGO,Židovská_Matrika_Q105295411,1
YAGO,Dormitory,1
YAGO,Short_story_collection,2
YAGO,Ks_X_1001_Character_Q109483571,3
YAGO,Health_facility,1
YAGO,New_media_artist,1
YAGO,Village_With_A_Church_Q378636,3
YAGO,Mint__u0028_facility_u0029_,1
YAGO,Submariner_Q3492027,3
YAGO,Knight,2
YAGO,Government_Directorate_Q1770249,1
YAGO,Local_Act_Of_The_Parliament_Of_The_United_Kingdom_Q100165600,1
YAGO,Pencil_drawing,1
YAGO,Meichu_Game,1
YAGO,Traverse_Q104717505,1
YAGO,Abbey,1
YAGO,Former_Convent_Q94483283,1
YAGO,Automobile_association,1
YAGO,Satellite,2
YAGO,YouTuber,4
YAGO,Church_music_in_Germany,1
YAGO,Toyline_Q57663626,1
YAGO,People_u0027_s_House,4
YAGO,Blues_Musician_Q42303786,1
YAGO,Defensive_wall,1
YAGO,Physiologist,4
YAGO,Roques_Del_Corpus_De_València_Q111358729,1
YAGO,Long-Distance_Runner_Q4439155,2
YAGO,Australian_Rules_Football_Club_Q17374546,3
YAGO,Bachelor_U0027_S_With_Honors_Thesis_Q111475835,1
YAGO,Bulletin_U002C__Memoirs_Q11605103,3
YAGO,Restorer_Q2145981,3
YAGO,Oldham_Metropolitan_Borough_Council_elections,1
YAGO,Pride_parade,1
YAGO,Elr_Railway_Line_Section_Q113990375,3
YAGO,Head_of_state,2
YAGO,Museum_Library_Q13866185,1
YAGO,Music_director,1
YAGO,Palm-leaf_manuscript,1
YAGO,Railway_Point_In_Canada_Q88397339,1
YAGO,Garden_Monument_Q22074433,1
YAGO,Rupes,1
YAGO,Plateau,1
YAGO,Cup,2
YAGO,Celac_Summit_Q22328415,1
YAGO,Oil-Fired_Power_Station_Q261604,3
YAGO,Biogas-Fired_Power_Station_Q116743877,1
YAGO,Social_Entrepreneur_Q12336252,1
YAGO,Restaurant_Chain_Q18534542,3
YAGO,Research_vessel,1
YAGO,Section__u0028_Alpine_club_u0029_,1
YAGO,Dredger,1
YAGO,Jackup_rig,1
YAGO,Tax_advisor,2
YAGO,Ortschaft,1
YAGO,Merchant_Banker_Q43464841,1
YAGO,Film_Production_Company_Q1762059,2
YAGO,Enduro_Rider_Q55986349,1
YAGO,Speed_Skater_Q10866633,3
YAGO,Stove_Builder_Q1566164,1
YAGO,Cooperative_banking,2
YAGO,Liedermacher_Q956365,1
YAGO,Water_board__u0028_Netherlands_u0029_,2
YAGO,Porcelain_Manufacture_Q28599824,1
YAGO,Car_model,6
YAGO,Political_District_Q95675149,1
YAGO,Radio_drama,2
YAGO,Zelfzwichter_Q2799245,1
YAGO,Delegations_of_Tunisia,1
YAGO,Children_u0027_s_television_series,1
YAGO,Organist,3
YAGO,Templar_Commandery_Q3024331,1
YAGO,Airport_Railway_Station_Q1335652,1
YAGO,Radio_producer,3
YAGO,Parafiscal_Tax_Q3363424,1
YAGO,Headdress_Q28972621,1
YAGO,Bell_tower,1
YAGO,Watercraft,2
YAGO,Cycle_Of_Paintings_Q16905563,1
YAGO,Volleyball_Team_Q15720476,1
YAGO,City_Of_Iran_Q56557504,4
YAGO,Magistrate,1
YAGO,Correspondence_Chess_Player_Q30176225,4
YAGO,Talmudist_Q21584816,1
YAGO,Mercury-manganese_star,1
YAGO,City_District_Of_Brazil_Q3624938,3
YAGO,Neighborhood_Of_Brazil_Q19658107,4
YAGO,Indoor_Ice_Rink_Q12019965,1
YAGO,Ancient_Roman_Military_Personnel_Q98103687,2
YAGO,Comedy_troupe,1
YAGO,Paperback,1
YAGO,Rock_Climber_Q3951423,2
YAGO,Japanese_Swordsmith_Q91012922,1
YAGO,Human_Who_May_Be_Fictional_Q21070568,1
YAGO,Television_producer,10
YAGO,Fire_Union_Q11559533,1
YAGO,Competition_Q23807345,1
YAGO,Historian_Of_Science_Q16063546,2
YAGO,Upper_Secondary_School_In_Norway_Q47002003,2
YAGO,Municipal_Archive_Q604177,2
YAGO,List_of_municipalities_of_Lebanon,1
YAGO,Opstillingskreds_Q112134481,1
YAGO,Film_studio,3
YAGO,Place_of_worship,1
YAGO,Historical_region,1
YAGO,Lepidopterist,1
YAGO,Q105254117,1
YAGO,Pokémon_Fictional_Location_Q32860792,1
YAGO,Minaret,1
YAGO,Public_prosecutor_u0027_s_office__u0028_Germany_u0029_,1
YAGO,Villa_rustica,1
YAGO,Adviser,3
YAGO,Neck_Gable_Building_Q17391474,2
YAGO,Townhouse,1
YAGO,Bowl_barrow,1
YAGO,Electric_utility,1
YAGO,Isotopes_of_krypton,1
YAGO,Cultural_Heritage_Monument_In_Hesse_Q85171284,1
YAGO,Computer_emergency_response_team,1
YAGO,Tamil_National-Type_Primary_School_Q69106233,1
YAGO,Domestic_association_football_season,1
YAGO,Breakfast_television,1
YAGO,Paddle_steamer,1
YAGO,Khanate,1
YAGO,Classical_Kuiper_belt_object,2
YAGO,Classical_Philologist_Q16267607,4
YAGO,Orientalist_Q1731155,2
YAGO,Narrows,1
YAGO,Prior__u0028_ecclesiastical_u0029_,1
YAGO,Synagogenbezirk_Q23834203,1
YAGO,Rest_area,3
YAGO,Honolulu_Marathon,1
YAGO,Timeline,4
YAGO,Fighting-Type_Pokémon_Move_Q26001214,1
YAGO,Village_hall,1
YAGO,Mountain_Stage_Q20646668,1
YAGO,Portrait,1
YAGO,Glucose_6-Phosphate_Q36461529,1
YAGO,Yohimbinoid_Alkaloid_Q109330013,1
YAGO,Craft_production,1
YAGO,Wall_Hanging_Q44740228,1
YAGO,Altar_bell,1
YAGO,Chasuble,1
YAGO,Bucket,1
YAGO,Reliquary_Bust_Q29291448,1
YAGO,Stole__u0028_vestment_u0029_,1
YAGO,Peinture_Monumentale_Q76317998,1
YAGO,Latvian_Protected_Alley_Q29549303,1
YAGO,Cí__u0028_poetry_u0029_,2
YAGO,Urban_planner,2
YAGO,Picket__u0028_military_u0029_,2
YAGO,Thermal_power_station,1
YAGO,Stone_Bridge_Q3397526,2
YAGO,Limnologist_Q17269204,1
YAGO,Relief,1
YAGO,Ironworks,1
YAGO,Yard_Gate_Q111010342,1
YAGO,Resting_Stone_Q2175135,1
YAGO,Red_wine,1
YAGO,Oil_mill,1
YAGO,Peru_International,1
YAGO,Patriarchate_Of_The_Catholic_Church_Q12593969,1
YAGO,Canoe_Polo_Player_Q47004511,1
YAGO,Art_dealer,2
YAGO,River_mouth,1
YAGO,Industrial_Building_Q1662011,2
YAGO,Ship_class,2
YAGO,Communal_section,1
YAGO,Flacs_Council_Constituency_Of_Gyeonggi_Province_Q50572285,1
YAGO,Catholic_school,1
YAGO,Animated_Short_Film_Q17517379,3
YAGO,Smock_mill,2
YAGO,Stenographer,1
YAGO,Psychoanalyst,3
YAGO,Atoll,2
YAGO,Carver_Q1840507,1
YAGO,List_of_communes_and_quarters_in_Cambodia,2
YAGO,Norwegian_National_Championship_Q4582333,1
YAGO,Association_Under_The_French_Law_Of_1901_Q11513034,2
YAGO,Ship-owner,2
YAGO,Bonded_warehouse,1
YAGO,Fashion_accessory,1
YAGO,Barbershop_Chorus_Q57774016,1
YAGO,Positional_numeral_system,1
YAGO,Electoral_division__u0028_Ireland_u0029_,1
YAGO,Voice_teacher,1
YAGO,Singles_Discography_Q59248059,4
YAGO,Funding_body,1
YAGO,Fibula__u0028_brooch_u0029_,1
YAGO,Talk_Show_Episode_Q106942341,1
YAGO,Folkloristic_Group_Q12765911,1
YAGO,Meal,1
YAGO,Accountant_Technician_Q3929433,1
YAGO,Tourism_Office_Q1587716,1
YAGO,Top_Official_Q3130384,2
YAGO,Singaporean_National_Badminton_Championships,1
YAGO,Hop_Variety_Q17484780,1
YAGO,Croatian_National_Badminton_Championships,1
YAGO,Government_Boys_U0027__High_School_Q67015947,2
YAGO,Fifth_Saturday_In_September_Q51156430,1
YAGO,Fourth_Saturday_In_September_Q51156412,1
YAGO,Constituency_In_Norway_Q48406342,1
YAGO,Handball_Team_Q10517054,1
YAGO,Specialised_Museum_Q58632302,1
YAGO,Learned_society,1
YAGO,Organic_anion,1
YAGO,Lakshmi_Vilas_Bank_Branch_Q74784444,1
YAGO,Investment_Banker_Q2883465,1
YAGO,Magistrate__u0028_England_and_Wales_u0029_,2
YAGO,Idfc_First_Bank_Branch_Q75676665,1
YAGO,Department_Q2366457,1
YAGO,Ice_house__u0028_building_u0029_,1
YAGO,Diazotype__U0028_Copy_U0029__Q85612002,1
YAGO,Synthetic_Voice_Q79600797,1
YAGO,Typographer_Q1229025,1
YAGO,Earth_in_science_fiction,1
YAGO,Special_library,4
YAGO,Mixed_Martial_Arts_Event_Q18536800,1
YAGO,Tribunal_Judiciaire_Q73323176,1
YAGO,Rose_Breeder_Q2167302,1
YAGO,W_Virginis_variable,1
YAGO,National_Cycling_Team_Q54660600,1
YAGO,S-type_star,2
YAGO,Software_extension,1
YAGO,Supernova_remnant,2
YAGO,Scholar,1
YAGO,Audio_Track_Q7302866,2
YAGO,Interstellar_medium,1
YAGO,Psychopedagogue_Q29392795,1
YAGO,Biostatistician_Q52899051,1
YAGO,Aktiebolag,1
YAGO,Conciliation_cross,3
YAGO,WikiProject,6
YAGO,Possible_Group_Of_Galaxies_Q72533545,2
YAGO,Member_of_parliament,1
YAGO,Trader_Q3704253,1
YAGO,Bookbinder_Q1413170,2
YAGO,Housewife,3
YAGO,Hydrobiologist_Q11710359,1
YAGO,Make-up_artist,1
YAGO,Kinesiologist_Q16521237,1
YAGO,Video_Game_Designer_Q18882335,1
YAGO,Intellectual,1
YAGO,Bas-Relief,1
YAGO,Lay_brother,2
YAGO,Necropolis,1
YAGO,Buitenpolikliniek_Q97376996,1
YAGO,Party_Motion_Q97695011,1
YAGO,Photographic_film,1
YAGO,Pharmacy__u0028_shop_u0029_,2
YAGO,Series_Q3511132,1
YAGO,Public_toilet,1
YAGO,Stone_cross,1
YAGO,Emeritus,1
YAGO,Descent_Q3024290,1
YAGO,Meeting,2
YAGO,Organismo_Técnico_Especializado_Q100038174,1
YAGO,Mountain_Pasture_Q2082774,1
YAGO,Article_Q712597,1
YAGO,Tjern__U002F__Tjärn_Q87193797,1
YAGO,Stalag,1
YAGO,Book_Publisher_Q1320047,1
YAGO,Public_Building_Q294422,1
YAGO,Governmental_Review_Q104898869,1
YAGO,Outdoor_drama,2
YAGO,Sketch_story,1
YAGO,Farnesane_Sesquiterpenoid_Q72091636,2
YAGO,Cephalotaxine-Like_Alkaloid_Q94962761,1
YAGO,Branch_Naval_Fleet_Q105982452,1
YAGO,Palazzo,1
YAGO,Directeur_sportif,1
YAGO,Personal_Hygiene_Item_Q10528974,1
YAGO,Constituency_Of_The_Jatiyo_Sangsad_Q47468610,3
YAGO,High_Commission_Q18414273,2
YAGO,Q106713682,1
YAGO,Literary_Q6673651,2
YAGO,Aquatint_Print_Q18396864,1
YAGO,Riverfront,2
YAGO,President_of_the_United_States,1
YAGO,Web_conferencing,1
YAGO,Salt_evaporation_pond,1
YAGO,Tennis_player,11
YAGO,Company_Director_Q107100767,2
YAGO,Garden_Architect_Q47083093,1
YAGO,Software_developer,1
YAGO,Ambassador,2
YAGO,Municipality_Union_Q4005597,1
YAGO,Hotel_Building_Q63099748,1
YAGO,Financial_institution,1
YAGO,Scottish_Junior_Badminton_Championships_Q2249247,2
YAGO,Comic_book,3
YAGO,Apartment_hotel,1
YAGO,Noaa_Weather_Radio_Station_Q114359721,1
YAGO,Research_associate,1
YAGO,Youtube_Channel_Q17558136,1
YAGO,Political_prisoner,1
YAGO,Photo_Archive_Q27032363,1
YAGO,Prestegjeld,1
YAGO,Station_Q12819564,2
YAGO,Alpine_skier,7
YAGO,Sports_Journalist_Q13219447,1
YAGO,Criminologist_Q8142883,2
YAGO,Social_anthropologist,1
YAGO,Letterer,1
YAGO,Amt,1
YAGO,Mining_community,1
YAGO,Sports_governing_body,5
YAGO,Recording_Artist_Q55960555,1
YAGO,Colonial_Administrator_Q17765219,3
YAGO,Spokesperson,1
YAGO,Bioconductor_Project_Q112607797,1
YAGO,Sea_captain,1
YAGO,Provincial_Government_In_Indonesia_Q114166460,2
YAGO,Permanent_Deacon_Q594845,1
YAGO,Technology_Demonstration_Spacecraft_Q95945728,1
YAGO,Museum_Collection_Q27699276,1
YAGO,Pitcher__u0028_container_u0029_,1
YAGO,Bottle,1
YAGO,Amulet,1
YAGO,Community_centre,2
YAGO,Museum_Educator_Q88114244,1
YAGO,Go_professional,1
YAGO,Anime_Television_Series_Episode_Q102364578,1
YAGO,Amt_Q15782973,1
YAGO,Titular_church,1
YAGO,Burschenschaft,1
YAGO,Dish__u0028_food_u0029_,1
YAGO,Botanical_garden,1
YAGO,Installation_Artist_Q18074503,5
YAGO,Hofje,1
YAGO,Provost__u0028_religion_u0029_,1
YAGO,Protected_Townscape_Q2527000,1
